area,contentType,action,department,week,month,count,
Bend,P,U,Fairfield,12/15/2013,2013-12,1,
Bend,P,U,Fairfield,1/26/2014,2014-01,1,
Ridge,P,C,Fairfield,6/2/2013,2013-06,1,
Ridge,P,C,Fairfield,7/7/2013,2013-07,1,
Ridge,P,C,Fairfield,9/29/2013,2013-09,1,
Ridge,P,R,Fairfield,1/12/2014,2014-01,1,
Ridge,P,R,Fairfield,5/18/2014,2014-05,1,
Ridge,P,U,Fairfield,9/29/2013,2013-09,1,
Ridge,P,U,Fairfield,3/9/2014,2014-03,1,
,A,C,Marianjoy,9/1/2013,2013-09,1,
,A,C,Marianjoy,3/2/2014,2014-03,1,
,A,U,Marianjoy,2/9/2014,2014-02,1,
School,P,R,Marianjoy,2/23/2014,2014-02,1,
Tower,P,R,Marianjoy,1/19/2014,2014-01,1,
Tower,P,R,Marianjoy,4/13/2014,2014-04,1,
Range,P,C,Marianjoy,8/4/2013,2013-08,1,
Canal,P,R,Marianjoy,9/1/2013,2013-09,1,
Canal,P,R,Marianjoy,11/24/2013,2013-11,1,
Locale,P,U,Marianjoy,2/23/2014,2014-02,1,
Tower,P,R,Marianjoy,6/1/2014,2014-06,1,
Summit,P,R,Marianjoy,6/1/2014,2014-06,1,
Swamp,P,R,Marianjoy,10/27/2013,2013-10,1,
Swamp,P,R,Marianjoy,12/29/2013,2014-01,1,
Swamp,P,R,Marianjoy,4/6/2014,2014-04,1,
Swamp,P,R,Marianjoy,5/11/2014,2014-05,1,
Spring,P,C,Marianjoy,8/25/2013,2013-08,1,
Pillar,P,R,Marianjoy,11/10/2013,2013-11,1,
Building,P,R,Marianjoy,11/24/2013,2013-11,1,
Spring,C,C,Marianjoy,2/16/2014,2014-02,1,
Spring,P,U,Marianjoy,8/25/2013,2013-08,1,
Spring,P,U,Marianjoy,10/27/2013,2013-10,1,
Bend,C,C,Marianjoy,8/4/2013,2013-08,1,
Bend,C,C,Marianjoy,1/26/2014,2014-01,1,
,A,C,Crawford,7/21/2013,2013-07,1,
,A,C,Crawford,8/25/2013,2013-08,1,
,A,C,Crawford,11/24/2013,2013-11,1,
,A,C,Crawford,2/16/2014,2014-02,1,
,A,C,Crawford,4/13/2014,2014-04,1,
,A,C,Elmhurst,7/21/2013,2013-07,1,
,A,C,Hamilton,9/22/2013,2013-09,1,
,A,C,Hamilton,1/26/2014,2014-01,1,
,A,C,Iroquois,6/9/2013,2013-06,1,
,A,C,Iroquois,11/24/2013,2013-11,1,
,A,C,Iroquois,5/11/2014,2014-05,1,
,A,C,Richland,11/17/2013,2013-11,1,
,A,D,Morrison,9/1/2013,2013-09,1,
,A,D,Morrison,11/17/2013,2013-11,1,
,A,R,Rockford,9/29/2013,2013-10,1,
,A,R,Roseland,11/3/2013,2013-11,1,
,A,U,Crawford,6/9/2013,2013-06,1,
,A,U,Crawford,9/22/2013,2013-09,1,
,A,U,Crawford,2/23/2014,2014-02,1,
,A,U,Glenbrook,12/1/2013,2013-12,1,
,A,U,Iroquois,2/16/2014,2014-02,1,
,A,U,Morrison,10/13/2013,2013-10,1,
,A,U,Morrison,11/3/2013,2013-11,1,
Park,P,R,Crawford,10/27/2013,2013-10,1,
Park,P,R,Glenbrook,10/27/2013,2013-10,1,
Park,P,R,Iroquois,3/16/2014,2014-03,1,
Reservoir,P,C,Glenbrook,12/29/2013,2013-12,1,
Reservoir,P,R,Crawford,5/25/2014,2014-05,1,
Reservoir,P,R,Morrison,8/18/2013,2013-08,1,
Reservoir,P,R,Morrison,6/1/2014,2014-06,1,
Reservoir,P,R,Mount,6/30/2013,2013-07,1,
Reservoir,P,R,Mount,12/15/2013,2013-12,1,
Civil,P,R,Morrison,10/27/2013,2013-10,1,
Populated Place,P,R,Glenbrook,7/28/2013,2013-08,1,
Populated Place,P,R,Iroquois,10/27/2013,2013-10,1,
Populated Place,P,R,Iroquois,3/16/2014,2014-03,1,
Stream,P,R,Rochelle,8/11/2013,2013-08,1,
Stream,P,R,Rochelle,5/18/2014,2014-05,1,
Stream,P,R,Rockford,11/3/2013,2013-11,1,
Stream,P,R,Elmhurst,5/11/2014,2014-05,1,
Stream,P,R,Hamilton,8/4/2013,2013-08,1,
Stream,P,R,Richland,10/27/2013,2013-10,1,
Stream,P,U,Glenbrook,2/23/2014,2014-02,1,
Stream,P,U,Glenbrook,4/6/2014,2014-04,1,
Stream,P,U,Morrison,11/17/2013,2013-11,1,
Stream,P,U,Morrison,12/15/2013,2013-12,1,
School,P,R,Crawford,12/1/2013,2013-12,1,
School,P,R,Crawford,3/16/2014,2014-03,1,
School,P,R,Morrison,3/16/2014,2014-03,1,
School,P,R,Mount,3/2/2014,2014-03,1,
Hospital,P,R,Iroquois,7/7/2013,2013-07,1,
Hospital,P,R,Iroquois,3/16/2014,2014-03,1,
Building,P,R,Iroquois,8/4/2013,2013-08,1,
Canal,P,R,Glenbrook,1/26/2014,2014-01,1,
Canal,P,R,Morrison,10/27/2013,2013-10,1,
Canal,P,U,Iroquois,5/18/2014,2014-05,1,
Church,P,R,Glenbrook,1/12/2014,2014-01,1,
Church,P,R,Glenbrook,2/9/2014,2014-02,1,
Church,P,R,Iroquois,11/10/2013,2013-11,1,
Church,P,R,Iroquois,1/26/2014,2014-01,1,
Church,P,R,Morrison,10/27/2013,2013-10,1,
Church,P,R,Morrison,3/23/2014,2014-03,1,
Dam,P,R,Elmhurst,10/27/2013,2013-10,1,
Dam,P,R,Iroquois,10/27/2013,2013-10,1,
Dam,P,R,Morrison,10/27/2013,2013-10,1,
Dam,P,R,Mount,3/16/2014,2014-03,1,
Bridge,C,C,Crawford,4/20/2014,2014-04,1,
Bridge,P,R,Glenbrook,2/23/2014,2014-02,1,
Bridge,P,R,Iroquois,9/8/2013,2013-09,1,
Bridge,P,R,Iroquois,11/3/2013,2013-11,1,
Bridge,P,R,Iroquois,2/16/2014,2014-02,1,
Bridge,P,R,Morrison,12/15/2013,2013-12,1,
Bridge,P,R,Richland,4/20/2014,2014-04,1,
Tower,P,R,Mount,6/16/2013,2013-06,1,
Island,P,R,Rochelle,1/26/2014,2014-01,1,
Island,P,R,Elmhurst,11/3/2013,2013-11,1,
Island,P,R,Elmhurst,2/2/2014,2014-02,1,
Island,P,R,Glenbrook,8/18/2013,2013-08,1,
Island,P,R,Glenbrook,11/17/2013,2013-11,1,
Island,P,R,Iroquois,12/1/2013,2013-12,1,
Island,P,R,Morrison,6/2/2013,2013-06,1,
Island,P,R,Morrison,9/1/2013,2013-09,1,
Island,P,R,Morrison,2/2/2014,2014-02,1,
Flat,P,R,Hamilton,1/26/2014,2014-01,1,
Flat,P,R,Morrison,6/30/2013,2013-07,1,
Summit,P,R,Glenbrook,4/27/2014,2014-05,1,
Summit,P,R,Iroquois,10/27/2013,2013-10,1,
Summit,P,R,Morrison,10/27/2013,2013-10,1,
Trail,P,R,Morrison,3/16/2014,2014-03,1,
Forest,P,R,Glenbrook,10/27/2013,2013-11,1,
Forest,P,R,Iroquois,4/20/2014,2014-04,1,
Cape,P,R,Glenbrook,10/27/2013,2013-10,1,
Cape,P,R,Morrison,10/27/2013,2013-10,1,
Spring,P,R,Morrison,10/27/2013,2013-10,1,
Spring,P,R,Mount,5/4/2014,2014-05,1,
Woods,P,R,Elmhurst,10/27/2013,2013-10,1,
Woods,P,R,Elmhurst,1/26/2014,2014-01,1,
Woods,P,R,Glenbrook,2/23/2014,2014-02,1,
Woods,P,R,Iroquois,10/27/2013,2013-10,1,
Woods,P,R,Morrison,10/27/2013,2013-10,1,
Woods,P,R,Morrison,12/15/2013,2013-12,1,
Woods,P,R,Morrison,5/18/2014,2014-05,1,
Military,P,C,Glenbrook,12/8/2013,2013-12,1,
Military,P,R,Glenbrook,9/8/2013,2013-09,1,
Military,P,R,Morrison,6/9/2013,2013-06,1,
Military,P,R,Morrison,9/29/2013,2013-09,1,
Military,P,R,Morrison,1/19/2014,2014-01,1,
Military,P,R,Mount,6/23/2013,2013-06,1,
Reserve,P,R,Crawford,5/18/2014,2014-05,1,
Reserve,P,R,Hamilton,10/27/2013,2013-10,1,
Reserve,P,R,Hamilton,4/13/2014,2014-04,1,
Bar,P,R,Morrison,2/9/2014,2014-02,1,
Harbor,P,R,Rockford,9/1/2013,2013-09,1,
Harbor,P,R,Glenbrook,12/15/2013,2013-12,1,
Harbor,P,R,Morrison,9/29/2013,2013-10,1,
Harbor,P,R,Morrison,12/15/2013,2013-12,1,
Falls,P,R,Glenbrook,8/4/2013,2013-08,1,
Oilfield,C,C,Crawford,8/4/2013,2013-08,1,
Oilfield,C,C,Morrison,5/25/2014,2014-05,1,
Oilfield,C,U,Crawford,8/4/2013,2013-08,1,
Oilfield,P,R,Rochelle,11/17/2013,2013-11,1,
Oilfield,P,R,Rochelle,1/26/2014,2014-01,1,
Oilfield,P,R,Rockford,9/1/2013,2013-09,1,
Oilfield,P,R,Rockford,9/29/2013,2013-10,1,
Oilfield,P,R,Glenbrook,12/15/2013,2013-12,1,
Oilfield,P,R,Glenbrook,4/13/2014,2014-04,1,
Oilfield,P,R,Hamilton,4/27/2014,2014-04,1,
Oilfield,P,R,Roseland,1/26/2014,2014-01,1,
Oilfield,P,R,Morrison,6/1/2014,2014-06,1,
Oilfield,P,R,Mount,6/23/2013,2013-06,1,
Oilfield,P,R,Mount,12/1/2013,2013-12,1,
Oilfield,P,R,Mount,5/4/2014,2014-05,1,
Tunnel,P,R,Morrison,2/9/2014,2014-02,1,
Reservoir,P,R,Riverside,11/3/2013,2013-11,1,
Reservoir,P,R,Rochelle,6/23/2013,2013-06,1,
Reservoir,P,R,Rochelle,10/27/2013,2013-10,1,
Reservoir,P,R,Rochelle,12/15/2013,2013-12,1,
Reservoir,P,R,Rochelle,3/30/2014,2014-03,1,
Reservoir,P,R,Crawford,6/1/2014,2014-06,1,
Reservoir,P,R,Rockford,10/27/2013,2013-10,1,
Reservoir,P,R,Elmhurst,8/18/2013,2013-08,1,
Reservoir,P,R,Elmhurst,6/1/2014,2014-06,1,
Reservoir,P,R,Hamilton,5/18/2014,2014-05,1,
Reservoir,P,R,Richland,7/14/2013,2013-07,1,
Reservoir,P,R,Richland,11/10/2013,2013-11,1,
Reservoir,P,R,Richland,1/19/2014,2014-01,1,
Reservoir,P,R,Richland,4/20/2014,2014-04,1,
Census,P,R,Glenbrook,2/2/2014,2014-02,1,
Census,P,R,Hamilton,11/3/2013,2013-11,1,
Census,P,R,Hamilton,2/2/2014,2014-02,1,
Census,P,R,Iroquois,3/16/2014,2014-03,1,
Census,P,R,Mount,3/2/2014,2014-03,1,
Populated Place,P,R,Mount,10/27/2013,2013-10,1,
Populated Place,P,R,Mount,5/4/2014,2014-05,1,
Lake,P,R,Iroquois,4/6/2014,2014-04,1,
Stream,P,R,Elmhurst,12/29/2013,2013-12,1,
Stream,P,R,Morrison,8/11/2013,2013-08,1,
Stream,P,R,Morrison,9/8/2013,2013-09,1,
School,P,R,Iroquois,10/27/2013,2013-10,1,
Building,P,R,Elmhurst,1/26/2014,2014-01,1,
Building,P,R,Roseland,1/26/2014,2014-01,1,
Building,P,R,Iroquois,12/1/2013,2013-12,1,
Locale,C,C,Iroquois,11/17/2013,2013-11,1,
Locale,P,R,Rochelle,7/14/2013,2013-07,1,
Locale,P,R,Rochelle,8/11/2013,2013-08,1,
Locale,P,R,Crawford,5/25/2014,2014-05,1,
Locale,P,R,Rockford,12/1/2013,2013-12,1,
Locale,P,R,Elmhurst,5/18/2014,2014-05,1,
Locale,P,R,Glenbrook,6/23/2013,2013-06,1,
Locale,P,R,Hamilton,6/23/2013,2013-06,1,
Locale,P,R,Hamilton,9/1/2013,2013-09,1,
Locale,P,R,Roseland,4/27/2014,2014-04,1,
Locale,P,R,Mount,6/23/2013,2013-06,1,
Locale,P,R,Mount,7/14/2013,2013-07,1,
Locale,P,R,Mount,8/11/2013,2013-08,1,
Locale,P,R,Richland,7/14/2013,2013-07,1,
Locale,P,R,Richland,8/25/2013,2013-08,1,
Locale,P,R,Richland,11/10/2013,2013-11,1,
Church,P,R,Crawford,6/16/2013,2013-06,1,
Church,P,R,Crawford,10/27/2013,2013-10,1,
Church,P,R,Glenbrook,10/27/2013,2013-10,1,
Church,P,R,Glenbrook,5/25/2014,2014-05,1,
Church,P,R,Hamilton,6/23/2013,2013-06,1,
Church,P,R,Hamilton,10/27/2013,2013-10,1,
Church,P,R,Roseland,10/27/2013,2013-10,1,
Church,P,R,Iroquois,12/8/2013,2013-12,1,
Church,P,R,Morrison,8/4/2013,2013-08,1,
Dam,C,C,Crawford,1/26/2014,2014-01,1,
Dam,C,C,Glenbrook,2/2/2014,2014-02,1,
Dam,C,C,Iroquois,1/19/2014,2014-01,1,
Dam,C,C,Morrison,8/11/2013,2013-08,1,
Dam,C,C,Morrison,9/15/2013,2013-09,1,
Dam,C,C,Morrison,10/20/2013,2013-10,1,
Dam,C,C,Morrison,12/1/2013,2013-12,1,
Dam,C,C,Morrison,3/23/2014,2014-03,1,
Dam,C,C,Morrison,5/18/2014,2014-05,1,
Dam,P,R,Glenbrook,5/25/2014,2014-05,1,
Dam,P,R,Hamilton,9/22/2013,2013-09,1,
Dam,P,R,Iroquois,6/9/2013,2013-06,1,
Dam,P,R,Mount,9/22/2013,2013-09,1,
Tower,C,C,Glenbrook,11/24/2013,2013-11,1,
Tower,C,C,Glenbrook,2/23/2014,2014-02,1,
Tower,P,C,Glenbrook,3/9/2014,2014-03,1,
Tower,P,C,Morrison,9/15/2013,2013-09,1,
Tower,P,C,Morrison,4/6/2014,2014-04,1,
Tower,P,R,Riverside,8/11/2013,2013-08,1,
Tower,P,R,Riverside,1/12/2014,2014-01,1,
Tower,P,R,Glenbrook,7/7/2013,2013-07,1,
Tower,P,R,Iroquois,1/26/2014,2014-01,1,
Tower,P,R,Morrison,2/23/2014,2014-02,1,
Tower,P,U,Glenbrook,3/9/2014,2014-03,1,
Tower,P,U,Morrison,11/3/2013,2013-11,1,
Tower,P,U,Morrison,6/1/2014,2014-06,1,
Island,P,R,Crawford,2/23/2014,2014-02,1,
Island,P,R,Hamilton,6/23/2013,2013-06,1,
Island,P,R,Iroquois,10/27/2013,2013-11,1,
Island,P,R,Iroquois,12/8/2013,2013-12,1,
Island,P,R,Iroquois,1/5/2014,2014-01,1,
Island,P,R,Morrison,10/6/2013,2013-10,1,
Island,P,R,Morrison,4/20/2014,2014-04,1,
Island,P,R,Morrison,5/25/2014,2014-05,1,
Island,P,R,Mount,11/24/2013,2013-11,1,
Island,P,R,Mount,1/12/2014,2014-01,1,
Island,P,R,Mount,5/11/2014,2014-05,1,
Summit,P,R,Elmhurst,1/26/2014,2014-01,1,
Crossing,P,R,Crawford,1/26/2014,2014-01,1,
Crossing,P,R,Crawford,2/2/2014,2014-02,1,
Crossing,P,R,Elmhurst,1/26/2014,2014-01,1,
Crossing,P,R,Glenbrook,2/2/2014,2014-02,1,
Crossing,P,R,Roseland,2/2/2014,2014-02,1,
Crossing,P,R,Roseland,4/27/2014,2014-04,1,
Crossing,P,R,Morrison,9/22/2013,2013-09,1,
Trail,P,R,Rochelle,1/26/2014,2014-01,1,
Trail,P,R,Elmhurst,6/23/2013,2013-06,1,
Trail,P,R,Elmhurst,9/29/2013,2013-09,1,
Trail,P,R,Elmhurst,1/26/2014,2014-01,1,
Trail,P,R,Morrison,3/16/2014,2014-03,1,
Trail,P,R,Morrison,5/18/2014,2014-05,1,
Trail,P,R,Mount,2/9/2014,2014-02,1,
Arch,P,R,Crawford,6/23/2013,2013-06,1,
Arch,P,R,Crawford,8/11/2013,2013-08,1,
Arch,P,R,Crawford,9/8/2013,2013-09,1,
Arch,P,R,Elmhurst,3/30/2014,2014-04,1,
Arch,P,R,Iroquois,6/16/2013,2013-06,1,
Arch,P,R,Iroquois,12/1/2013,2013-12,1,
Arch,P,R,Iroquois,4/13/2014,2014-04,1,
Arch,P,R,Iroquois,6/1/2014,2014-06,1,
Arch,P,R,Morrison,7/14/2013,2013-07,1,
Arch,P,R,Morrison,12/1/2013,2013-12,1,
Arch,P,R,Morrison,3/2/2014,2014-03,1,
Arch,P,R,Morrison,5/18/2014,2014-05,1,
Arch,P,R,Mount,12/15/2013,2013-12,1,
Arch,P,R,Mount,1/26/2014,2014-01,1,
Channel,P,R,Crawford,10/27/2013,2013-10,1,
Channel,P,R,Elmhurst,10/27/2013,2013-10,1,
Channel,P,R,Iroquois,6/30/2013,2013-07,1,
Channel,P,R,Morrison,7/14/2013,2013-07,1,
Channel,P,R,Morrison,10/27/2013,2013-10,1,
Channel,P,R,Morrison,12/1/2013,2013-12,1,
Swamp,P,C,Crawford,1/26/2014,2014-01,1,
Swamp,P,C,Elmhurst,10/20/2013,2013-10,1,
Swamp,P,C,Iroquois,3/16/2014,2014-03,1,
Swamp,P,C,Morrison,6/16/2013,2013-06,1,
Swamp,P,C,Morrison,8/11/2013,2013-08,1,
Swamp,P,C,Morrison,10/20/2013,2013-10,1,
Swamp,P,C,Morrison,11/17/2013,2013-11,1,
Swamp,P,C,Mount,1/5/2014,2014-01,1,
Swamp,P,C,Mount,3/9/2014,2014-03,1,
Swamp,P,R,Elmhurst,10/27/2013,2013-10,1,
Swamp,P,R,Elmhurst,1/26/2014,2014-01,1,
Swamp,P,R,Elmhurst,6/1/2014,2014-06,1,
Swamp,P,R,Glenbrook,8/11/2013,2013-08,1,
Swamp,P,R,Glenbrook,9/22/2013,2013-09,1,
Swamp,P,R,Roseland,1/26/2014,2014-01,1,
Swamp,P,R,Iroquois,9/22/2013,2013-09,1,
Swamp,P,R,Iroquois,11/17/2013,2013-11,1,
Swamp,P,R,Iroquois,1/26/2014,2014-01,1,
Swamp,P,R,Iroquois,3/23/2014,2014-03,1,
Swamp,P,R,Morrison,6/23/2013,2013-06,1,
Swamp,P,R,Morrison,10/20/2013,2013-10,1,
Swamp,P,R,Morrison,5/11/2014,2014-05,1,
Swamp,P,R,Mount,3/9/2014,2014-03,1,
Forest,P,R,Mount,10/27/2013,2013-10,1,
Cape,P,R,Crawford,6/16/2013,2013-06,1,
Cape,P,R,Crawford,8/4/2013,2013-08,1,
Cape,P,R,Crawford,10/27/2013,2013-10,1,
Cape,P,R,Hamilton,6/16/2013,2013-06,1,
Cape,P,R,Hamilton,10/27/2013,2013-10,1,
Cape,P,R,Iroquois,10/27/2013,2013-10,1,
Cape,P,R,Mount,5/11/2014,2014-05,1,
Cliff,P,R,Glenbrook,10/27/2013,2013-10,1,
Valley,P,R,Morrison,10/27/2013,2013-10,1,
Reserve,P,R,Morrison,8/11/2013,2013-08,1,
Bar,P,R,Mount,10/27/2013,2013-10,1,
Harbor,P,C,Morrison,11/17/2013,2013-11,1,
Harbor,P,C,Morrison,2/23/2014,2014-02,1,
Harbor,P,R,Morrison,6/1/2014,2014-06,1,
Harbor,P,R,Mount,5/11/2014,2014-05,1,
Bend,P,R,Iroquois,5/25/2014,2014-05,1,
Oilfield,P,R,Roseland,9/15/2013,2013-09,1,
Oilfield,P,R,Morrison,11/3/2013,2013-11,1,
Oilfield,P,R,Mount,3/9/2014,2014-03,1,
Pillar,P,R,Crawford,2/23/2014,2014-02,1,
Pillar,P,R,Hamilton,10/20/2013,2013-10,1,
Pillar,P,R,Iroquois,10/27/2013,2013-10,1,
Pillar,P,R,Mount,8/4/2013,2013-08,1,
Tunnel,C,C,Morrison,2/23/2014,2014-02,1,
Tunnel,C,C,Morrison,3/16/2014,2014-03,1,
Tunnel,P,R,Crawford,2/16/2014,2014-02,1,
Tunnel,P,R,Elmhurst,7/28/2013,2013-07,1,
Tunnel,P,R,Elmhurst,3/9/2014,2014-03,1,
Tunnel,P,R,Elmhurst,4/27/2014,2014-04,1,
Tunnel,P,R,Glenbrook,12/1/2013,2013-12,1,
Tunnel,P,R,Hamilton,11/24/2013,2013-11,1,
Tunnel,P,R,Hamilton,1/12/2014,2014-01,1,
Tunnel,P,R,Roseland,3/9/2014,2014-03,1,
Tunnel,P,R,Morrison,12/29/2013,2014-01,1,
Tunnel,P,R,Mount,9/15/2013,2013-09,1,
Tunnel,P,U,Crawford,6/9/2013,2013-06,1,
Tunnel,P,U,Crawford,9/22/2013,2013-09,1,
Tunnel,P,U,Glenbrook,6/9/2013,2013-06,1,
Tunnel,P,U,Glenbrook,3/23/2014,2014-03,1,
Tunnel,P,U,Hamilton,6/9/2013,2013-06,1,
Tunnel,P,U,Hamilton,9/22/2013,2013-09,1,
Tunnel,P,U,Hamilton,3/23/2014,2014-03,1,
Tunnel,P,U,Iroquois,6/9/2013,2013-06,1,
Tunnel,P,U,Iroquois,10/13/2013,2013-10,1,
Tunnel,P,U,Iroquois,3/30/2014,2014-03,1,
Tunnel,P,U,Morrison,6/9/2013,2013-06,1,
Tunnel,P,U,Morrison,9/22/2013,2013-09,1,
Tunnel,P,U,Morrison,3/30/2014,2014-04,1,
Tunnel,P,U,Mount,4/6/2014,2014-04,1,
Plain,P,R,Morrison,9/22/2013,2013-09,1,
Lake,P,R,Crawford,2/2/2014,2014-02,1,
Lake,P,R,Crawford,3/9/2014,2014-03,1,
Lake,P,R,Glenbrook,5/25/2014,2014-05,1,
Lake,P,R,Iroquois,3/23/2014,2014-03,1,
Lake,P,R,Mount,5/11/2014,2014-05,1,
Airport,C,C,Morrison,6/1/2014,2014-06,1,
Stream,C,C,Morrison,6/16/2013,2013-06,1,
Stream,P,C,Morrison,3/9/2014,2014-03,1,
Stream,P,R,Glenbrook,10/20/2013,2013-10,1,
Stream,P,R,Iroquois,10/20/2013,2013-10,1,
Hospital,P,R,Crawford,2/2/2014,2014-02,1,
Hospital,P,R,Elmhurst,2/23/2014,2014-02,1,
Hospital,P,R,Glenbrook,5/18/2014,2014-05,1,
Hospital,P,R,Morrison,3/23/2014,2014-03,1,
Hospital,P,R,Mount,10/27/2013,2013-10,1,
Canal,P,R,Iroquois,1/19/2014,2014-01,1,
Canal,P,R,Iroquois,3/16/2014,2014-03,1,
Canal,P,R,Iroquois,5/4/2014,2014-05,1,
Locale,P,R,Glenbrook,11/24/2013,2013-11,1,
Locale,P,R,Hamilton,10/27/2013,2013-10,1,
Locale,P,R,Iroquois,11/24/2013,2013-11,1,
Bridge,P,R,Iroquois,1/26/2014,2014-01,1,
Bridge,P,R,Morrison,10/27/2013,2013-11,1,
Bridge,P,R,Mount,9/15/2013,2013-09,1,
Bridge,P,U,Morrison,7/21/2013,2013-07,1,
Flat,P,R,Morrison,2/2/2014,2014-02,1,
Beach,P,R,Crawford,11/3/2013,2013-11,1,
Beach,P,R,Morrison,9/29/2013,2013-09,1,
Crossing,P,R,Mount,4/13/2014,2014-04,1,
Trail,P,R,Hamilton,1/12/2014,2014-01,1,
Trail,P,R,Morrison,6/16/2013,2013-06,1,
Trail,P,R,Morrison,1/26/2014,2014-01,1,
Arch,P,R,Crawford,6/30/2013,2013-07,1,
Arch,P,R,Crawford,11/3/2013,2013-11,1,
Arch,P,R,Crawford,12/22/2013,2013-12,1,
Arch,P,R,Crawford,2/16/2014,2014-02,1,
Arch,P,R,Glenbrook,7/14/2013,2013-07,1,
Arch,P,R,Glenbrook,12/29/2013,2014-01,1,
Arch,P,R,Hamilton,1/26/2014,2014-01,1,
Arch,P,R,Morrison,8/4/2013,2013-08,1,
Arch,P,R,Morrison,4/6/2014,2014-04,1,
Arch,P,R,Mount,10/27/2013,2013-10,1,
Channel,P,R,Hamilton,2/2/2014,2014-02,1,
Channel,P,R,Iroquois,6/1/2014,2014-06,1,
Swamp,P,R,Morrison,5/25/2014,2014-05,1,
Woods,P,R,Elmhurst,12/1/2013,2013-12,1,
Woods,P,R,Glenbrook,12/15/2013,2013-12,1,
Woods,P,R,Iroquois,1/26/2014,2014-01,1,
Woods,P,R,Morrison,5/11/2014,2014-05,1,
Range,P,R,Crawford,10/27/2013,2013-10,1,
Range,P,R,Glenbrook,10/27/2013,2013-10,1,
Range,P,R,Glenbrook,5/11/2014,2014-05,1,
Military,P,R,Iroquois,3/23/2014,2014-03,1,
Military,P,R,Morrison,9/29/2013,2013-09,1,
Military,P,R,Morrison,2/2/2014,2014-02,1,
Military,P,R,Morrison,4/13/2014,2014-04,1,
Bend,P,R,Glenbrook,4/6/2014,2014-04,1,
Bend,P,R,Hamilton,3/9/2014,2014-03,1,
Ridge,P,C,Morrison,10/20/2013,2013-10,1,
Ridge,P,C,Morrison,4/13/2014,2014-04,1,
Ridge,P,R,Crawford,10/20/2013,2013-10,1,
Ridge,P,R,Crawford,2/23/2014,2014-02,1,
Ridge,P,R,Elmhurst,9/22/2013,2013-09,1,
Ridge,P,R,Elmhurst,11/3/2013,2013-11,1,
Ridge,P,R,Glenbrook,5/25/2014,2014-05,1,
Ridge,P,R,Iroquois,9/22/2013,2013-09,1,
Ridge,P,R,Iroquois,1/26/2014,2014-01,1,
Ridge,P,R,Mount,5/4/2014,2014-05,1,
Ridge,P,U,Glenbrook,2/23/2014,2014-02,1,
Ridge,P,U,Morrison,10/20/2013,2013-10,1,
,A,C,Anderson,7/28/2013,2013-08,1,
,A,C,Anderson,1/26/2014,2014-01,1,
,A,C,Anderson,3/30/2014,2014-03,1,
,A,C,Anderson,4/20/2014,2014-04,1,
,A,C,Ingalls,1/12/2014,2014-01,1,
,A,C,Ingalls,4/13/2014,2014-04,1,
,A,C,Memorial,7/28/2013,2013-07,1,
,A,C,Memorial,12/15/2013,2013-12,1,
,A,C,Memorial,2/23/2014,2014-02,1,
,A,C,Proctor,7/14/2013,2013-07,1,
,A,C,Proctor,8/4/2013,2013-08,1,
,A,C,Proctor,11/3/2013,2013-11,1,
,A,C,Proctor,12/15/2013,2013-12,1,
,A,D,Decatur,1/5/2014,2014-01,1,
,A,D,Decatur,3/30/2014,2014-03,1,
,A,D,Evanston,6/9/2013,2013-06,1,
,A,D,Evanston,7/14/2013,2013-07,1,
,A,D,Evanston,9/29/2013,2013-10,1,
,A,D,Evanston,4/27/2014,2014-04,1,
,A,D,Evanston,6/1/2014,2014-06,1,
,A,D,Franklin,6/16/2013,2013-06,1,
,A,D,Franklin,7/21/2013,2013-07,1,
,A,D,Memorial,4/27/2014,2014-05,1,
,A,U,Evanston,6/23/2013,2013-06,1,
,A,U,Evanston,7/14/2013,2013-07,1,
,A,U,Evanston,1/12/2014,2014-01,1,
,A,U,Memorial,6/2/2013,2013-06,1,
,A,U,Memorial,6/30/2013,2013-07,1,
,A,U,Memorial,9/1/2013,2013-09,1,
,A,U,Memorial,10/13/2013,2013-10,1,
,A,U,Memorial,5/4/2014,2014-05,1,
,A,U,Memorial,12/15/2013,2013-12,1,
Park,P,R,Anderson,10/27/2013,2013-10,1,
Park,P,R,Decatur,6/16/2013,2013-06,1,
Park,P,R,Decatur,12/1/2013,2013-12,1,
Park,P,R,Decatur,4/6/2014,2014-04,1,
Park,P,R,Franklin,9/8/2013,2013-09,1,
Park,P,R,Franklin,3/23/2014,2014-03,1,
Park,P,R,Franklin,4/27/2014,2014-05,1,
Park,P,R,Proctor,10/27/2013,2013-10,1,
Reservoir,C,C,Decatur,10/27/2013,2013-10,1,
Reservoir,C,C,Decatur,5/11/2014,2014-05,1,
Reservoir,C,C,Evanston,4/27/2014,2014-05,1,
Reservoir,C,U,Evanston,8/18/2013,2013-08,1,
Reservoir,P,C,Decatur,12/15/2013,2013-12,1,
Reservoir,P,C,Decatur,1/5/2014,2014-01,1,
Reservoir,P,R,Anderson,11/17/2013,2013-11,1,
Reservoir,P,R,Memorial,4/20/2014,2014-04,1,
Reservoir,P,R,Memorial,6/30/2013,2013-07,1,
Reservoir,P,R,Proctor,10/27/2013,2013-10,1,
Reservoir,P,U,Evanston,5/4/2014,2014-05,1,
Civil,P,R,Decatur,3/30/2014,2014-03,1,
Civil,P,R,Evanston,10/27/2013,2013-10,1,
